,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_LANL_GrowthRate,,,5.0,0.0,10.0,8.0,4.0,1.0,5.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,9.0,1.0,2.0
reich_LNQ_ens1,,,,,1.0,2.0,5.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,1.0,4.0,8.0,1.0,6.0,2.0,9.0,4.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,3.0,1.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,
reich_MITCovAlliance_SIR,,,8.0,7.0,1.0,2.0,3.0,,6.0,,,2.0,0.0,2.0,0.0,,,6.0,,,,,,,,
reich_MOBS_GLEAM_COVID,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,5.0,1.0,8.0,3.0,12.0,12.0,
reich_OliverWyman_Navigator,,,2.0,1.0,7.0,1.0,4.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,6.0,1.0,
reich_PSI_DRAFT,,,6.0,7.0,11.0,1.0,2.0,6.0,5.0,1.0,5.0,3.0,0.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,0.0,8.0,4.0,6.0,0.0,
reich_RobertWalraven_ESG,,,10.0,4.0,3.0,2.0,,,,3.0,4.0,2.0,2.0,3.0,5.0,0.0,0.0,5.0,2.0,7.0,12.0,7.0,6.0,5.0,1.0,
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,7.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,0.0,5.0,2.0,6.0,2.0,8.0,6.0,
reich_TTU_squider,,,,,,,,,,,,,,,,2.0,3.0,7.0,4.0,5.0,0.0,8.0,4.0,2.0,1.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,8.0,5.0,8.0,5.0,2.0,6.0,1.0,3.0,4.0,2.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,3.0,7.0,1.0,9.0,3.0,
reich_UCLA_SuEIR,,,2.0,3.0,5.0,3.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,6.0,4.0,11.0,5.0,11.0,0.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,3.0,3.0,1.0,9.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UMass_MechBayes,,,2.0,1.0,7.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,3.0,2.0,4.0,2.0,6.0,2.0,
reich_UMich_RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_USACE_ERDC_SEIR,,,0.0,1.0,8.0,12.0,15.0,16.0,14.0,20.0,13.0,12.0,12.0,9.0,8.0,,8.0,,11.0,,,12.0,22.0,25.0,,
reich_UT_Mobility,,,0.0,4.0,3.0,1.0,0.0,,4.0,4.0,,,3.0,6.0,3.0,10.0,6.0,3.0,2.0,6.0,1.0,4.0,2.0,2.0,6.0,
UMich_RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,
USC_SI_kJalpha,,,1.0,0.0,12.0,1.0,5.0,2.0,1.0,7.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,5.0,3.0,5.0,4.0,4.0,2.0,
YYG_ParamSearch,,,1.0,2.0,6.0,1.0,0.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,
