,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_CU_nochange,,,,,,,,,,,,,,,,,,,41.0,42.0,20.0,65.0,4.0,13.0,144.0,177.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,,,36.0,30.0,35.0,55.0,12.0,14.0,144.0,174.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,,,55.0,62.0,0.0,84.0,11.0,8.0,142.0,169.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,,,39.0,40.0,29.0,61.0,10.0,30.0,121.0,163.0
reich_CU_select,,,,,,15.0,55.0,26.0,64.0,8.0,1.0,53.0,143.0,16.0,23.0,6.0,20.0,4.0,39.0,40.0,29.0,61.0,10.0,30.0,142.0,169.0
reich_DDS_NBDS,,,,,,,,,20.0,15.0,91.0,56.0,139.0,11.0,0.0,7.0,6.0,17.0,6.0,65.0,90.0,26.0,58.0,18.0,158.0,110.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,17.0,19.0,39.0,62.0,14.0,36.0,212.0,115.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,,10.0,42.0,29.0,4.0,71.0,36.0,1.0,4.0
reich_GT_DeepCOVID,,,,,,,50.0,5.0,35.0,39.0,51.0,22.0,144.0,52.0,87.0,,,,,15.0,33.0,70.0,0.0,41.0,234.0,34.0
reich_IHME_CurveFit,,,,,,30.0,,41.0,29.0,53.0,30.0,,157.0,31.0,105.0,,70.0,28.0,,,88.0,7.0,,,,182.0
reich_IowaStateLW_STEM,,,,,,57.0,6.0,34.0,30.0,43.0,,26.0,146.0,23.0,44.0,13.0,22.0,46.0,3.0,18.0,59.0,57.0,29.0,27.0,150.0,94.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,,6.0,34.0,44.0,52.0,175.0,32.0,48.0,21.0,20.0,28.0,36.0,26.0,83.0,10.0,67.0,7.0,95.0,24.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,6.0,,59.0,2.0,53.0,25.0,79.0,37.0
reich_JHU_IDD_CovidSP,,,,,,1.0,79.0,92.0,71.0,54.0,38.0,37.0,108.0,3.0,28.0,64.0,46.0,32.0,56.0,74.0,18.0,113.0,51.0,114.0,176.0,164.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,45.0,26.0,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,,55.0,9.0,98.0,55.0,50.0,15.0,51.0,28.0,9.0,9.0,50.0,11.0,66.0
reich_LANL_GrowthRate,,,,,,34.0,56.0,46.0,54.0,73.0,76.0,68.0,173.0,52.0,55.0,80.0,95.0,75.0,78.0,71.0,23.0,115.0,0.0,13.0,195.0,125.0
reich_LNQ_ens1,,,,,,,,18.0,30.0,45.0,35.0,47.0,166.0,13.0,30.0,76.0,11.0,27.0,26.0,47.0,43.0,67.0,20.0,16.0,147.0,73.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,62.0,82.0,4.0,87.0,5.0,57.0,172.0,105.0
reich_MITCovAlliance_SIR,,,,,,23.0,63.0,42.0,53.0,70.0,,69.0,,,48.0,73.0,64.0,8.0,,,7.0,,,,,
reich_MOBS_GLEAM_COVID,,,,,,7.0,29.0,10.0,18.0,32.0,27.0,3.0,143.0,12.0,15.0,64.0,1.0,64.0,31.0,19.0,60.0,55.0,28.0,30.0,180.0,149.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,47.0,,26.0,33.0,191.0,114.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,,81.0,125.0,34.0,116.0,62.0,154.0,272.0,212.0
reich_OliverWyman_Navigator,,,,,,11.0,18.0,14.0,23.0,34.0,24.0,47.0,112.0,16.0,4.0,70.0,66.0,48.0,42.0,19.0,107.0,1.0,66.0,30.0,61.0,19.0
reich_PSI_DRAFT,,,,,,14.0,64.0,5.0,36.0,36.0,34.0,2.0,82.0,4.0,40.0,17.0,61.0,107.0,61.0,64.0,4.0,96.0,2.0,68.0,191.0,52.0
reich_RobertWalraven_ESG,,,,,,55.0,49.0,,,68.0,82.0,72.0,180.0,70.0,89.0,101.0,105.0,49.0,71.0,105.0,31.0,146.0,19.0,14.0,,118.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,29.0,91.0,8.0,12.0,69.0,54.0,94.0,64.0,57.0,75.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,146.0,29.0,30.0,59.0,13.0,26.0,1.0,21.0,42.0,46.0,35.0,8.0,198.0,25.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,48.0,62.0,13.0,103.0,5.0,34.0,86.0,66.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,44.0,6.0,64.0,14.0,66.0,33.0,88.0,65.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,38.0,55.0,43.0,45.0,56.0,63.0,64.0,154.0,37.0,42.0,80.0,27.0,38.0,46.0,53.0,11.0,103.0,23.0,77.0,241.0,33.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,42.0,2.0,64.0,133.0,40.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,36.0,81.0,140.0,68.0,33.0,24.0,64.0,51.0,33.0,23.0,175.0,142.0
reich_UMass_MechBayes,,,,,,33.0,32.0,24.0,36.0,64.0,70.0,76.0,160.0,9.0,54.0,56.0,96.0,42.0,46.0,19.0,11.0,92.0,56.0,34.0,147.0,50.0
reich_UMich_RidgeTfReg,,,,,,,,14.0,,,23.0,,160.0,41.0,46.0,78.0,54.0,52.0,5.0,26.0,39.0,77.0,9.0,,,
reich_USACE_ERDC_SEIR,,,,,,12.0,36.0,84.0,19.0,51.0,58.0,41.0,170.0,52.0,60.0,67.0,61.0,52.0,,71.0,,89.0,,,164.0,146.0
reich_UT_Mobility,,,,,,14.0,26.0,2.0,11.0,8.0,,4.0,132.0,,,107.0,81.0,91.0,123.0,70.0,155.0,2.0,194.0,18.0,67.0,81.0
UMich_RidgeTfReg,,,,17.0,19.0,36.0,51.0,37.0,40.0,41.0,15.0,9.0,106.0,28.0,43.0,7.0,73.0,79.0,7.0,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,,
USC_SI_kJalpha,,,,,,20.0,33.0,24.0,35.0,47.0,40.0,57.0,160.0,21.0,5.0,36.0,60.0,10.0,17.0,14.0,62.0,41.0,38.0,12.0,154.0,20.0
YYG_ParamSearch,,,,,,8.0,12.0,21.0,27.0,46.0,49.0,33.0,158.0,45.0,57.0,85.0,76.0,25.0,1.0,,,,,,,
