,2020-06-27,2020-07-04,2020-07-11,2020-07-18,2020-07-25,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,0.0,4.0,5.0,5.0,3.0,4.0,4.0,7.0,1.0,3.0,6.0,4.0,2.0,11.0,15.0,11.0,7.0,31.0,42.0,
reich_UMass_MechBayes,,,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,7.0,8.0,11.0,4.0,7.0,7.0,4.0,5.0,10.0,1.0
reich_UMich_RidgeTfReg,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,,,,,,,5.0,1.0,7.0,10.0,
reich_USACE_ERDC_SEIR,,,,,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,5.0,,,6.0,10.0,5.0,,,,,,,
reich_UT_Mobility,,,,,0.0,1.0,1.0,0.0,6.0,,91.0,1.0,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,4.0,16.0,36.0,21.0,44.0,,,6.0,
SIkJaun1_hyper7,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,3.0,9.0,1.0,3.0,2.0,6.0,7.0,25.0,1.0
SIkJaun1_hyper7_smooth7,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,12.0,7.0,6.0,4.0,10.0,0.0,3.0,8.0,26.0,7.0
SIkJaun1_window_noval,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,2.0,9.0,1.0,2.0,2.0,3.0,5.0,25.0,1.0
SIkJaun10_hyper7,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,3.0,9.0,1.0,3.0,2.0,6.0,6.0,25.0,1.0
SIkJaun10_hyper7_smooth7,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,12.0,7.0,6.0,4.0,10.0,0.0,3.0,7.0,26.0,7.0
SIkJaun10_window_noval,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,2.0,9.0,1.0,2.0,2.0,2.0,5.0,25.0,1.0
UMich_RidgeTfReg,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
USC_SI_kJalpha,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,2.0,5.0,0.0,2.0,1.0,6.0,7.0,24.0,1.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,
YYG_ParamSearch,,,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
